"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///editormd.amd.js:3897:44:3897:105""]].","/editormd.amd.js","3897","84","3897","85"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///editormd.amd.js:3897:44:3897:105""]].","/editormd.amd.js","3897","100","3897","101"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///editormd.js:3827:44:3827:105""]].","/editormd.js","3827","47","3827","48"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///editormd.js:3827:44:3827:105""]].","/editormd.js","3827","61","3827","62"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///editormd.js:3827:44:3827:105""]].","/editormd.js","3827","84","3827","85"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///editormd.js:3827:44:3827:105""]].","/editormd.js","3827","100","3827","101"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/addon/fold/xml-fold.js:19:32:19:82""]].","/lib/codemirror/addon/fold/xml-fold.js","18","39","18","40"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\-' is equivalent to just '-', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/addon/fold/xml-fold.js:19:32:19:82""]].","/lib/codemirror/addon/fold/xml-fold.js","18","35","18","36"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///lib/codemirror/lib/codemirror.js:6543:29:6543:66""]].","/lib/codemirror/lib/codemirror.js","6543","35","6543","36"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///lib/codemirror/lib/codemirror.js:6543:29:6543:66""]].","/lib/codemirror/lib/codemirror.js","6543","63","6543","64"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","34","115","35"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","39","115","40"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","42","115","43"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","46","115","47"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","49","115","50"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","53","115","54"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","56","115","57"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","60","115","61"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","63","115","64"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","67","115","68"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","70","115","71"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","74","115","75"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","77","115","78"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","81","115","82"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","84","115","85"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","88","115","89"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","91","115","92"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","96","115","97"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","99","115","100"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","104","115","105"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","107","115","108"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/fortran/fortran.js:115:32:115:116""]].","/lib/codemirror/mode/fortran/fortran.js","115","113","115","114"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\-' is equivalent to just '-', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///lib/codemirror/mode/stylus/stylus.js:23:50:23:129""]].","/lib/codemirror/mode/stylus/stylus.js","23","101","23","102"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///src/editormd.js:3815:44:3815:105""]].","/src/editormd.js","3815","47","3815","48"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///src/editormd.js:3815:44:3815:105""]].","/src/editormd.js","3815","61","3815","62"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///src/editormd.js:3815:44:3815:105""]].","/src/editormd.js","3815","84","3815","85"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///src/editormd.js:3815:44:3815:105""]].","/src/editormd.js","3815","100","3815","101"
"Missing regular expression anchor","Regular expressions without anchors can be vulnerable to bypassing.","warning","Misleading operator precedence. The subexpression '^[0-9a-f]{6}' is anchored at the beginning, but the other parts of this regular expression are not","/lib/codemirror/mode/stylus/stylus.js","92","26","92","52"
